"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.613646130E1,-9.200572968E-3,-2.003192902E-2,6.031334400E-3
6.614123875E1,-4.041767120E-2,-2.950763702E-2,5.914509296E-3
6.614601619E1,-4.534316063E-2,-1.636600494E-2,1.696914434E-2
6.615079369E1,-4.737138748E-2,-3.355026245E-3,3.263241053E-2
6.615557114E1,-2.443122864E-2,6.389617920E-5,3.748506308E-2
6.616034859E1,-1.788139343E-5,-1.615715027E-2,4.180580378E-2
6.616512604E1,1.716685295E-2,5.737304688E-3,1.172804832E-2
6.616990354E1,2.958559990E-2,1.975250244E-2,-9.647250175E-3
6.617468099E1,3.485846519E-2,1.638412476E-3,-2.319079638E-2
6.617945843E1,5.752563477E-3,-2.165412903E-2,-4.248380661E-2
6.618423588E1,-2.068543434E-2,-1.980876923E-2,-5.346989632E-2
6.618901333E1,-5.112195015E-2,-1.561355591E-2,-4.842728376E-2
6.619379078E1,-5.409550667E-2,-2.570152283E-2,-2.805936337E-2
6.619856828E1,-5.596947670E-2,-7.123947144E-4,-1.932150126E-2
6.620334572E1,-5.606698990E-2,9.838104248E-3,-1.016199589E-2
6.620812317E1,-3.475880623E-2,1.918792725E-3,2.801913023E-2
6.621290062E1,-1.001501083E-2,1.239776611E-5,5.399590731E-2
6.621767812E1,-1.089811325E-2,-1.789188385E-2,8.227699995E-2
6.622245557E1,-3.384923935E-2,-1.017665863E-2,7.838112116E-2
6.622723302E1,-4.111099243E-2,-2.803707123E-2,6.642431021E-2
6.623201046E1,-4.473781586E-2,-7.126522064E-2,7.424139977E-2
6.623678796E1,-1.696157455E-2,-6.491851807E-2,7.496303320E-2
6.624156541E1,2.655506134E-2,-6.339740753E-2,7.763093710E-2
6.624634286E1,7.449412346E-2,-3.400325775E-2,1.165054440E-1
6.625112031E1,1.101874113E-1,-9.601593018E-3,1.373083591E-1
6.625589776E1,1.011404991E-1,3.833580017E-2,1.466618180E-1
6.626067526E1,9.814476967E-2,4.256916046E-2,1.886628270E-1
6.626545270E1,9.522843361E-2,4.321289062E-2,2.428327203E-1
6.627023015E1,9.842419624E-2,3.435897827E-2,2.245323658E-1
6.627500760E1,5.892074108E-2,3.206729889E-2,1.629089117E-1
6.627978505E1,1.629328728E-2,5.173015594E-2,1.585451365E-1
6.628456255E1,1.929759979E-3,4.333686829E-2,1.104893684E-1
6.628934000E1,9.766340256E-3,1.198768616E-3,2.397125959E-2
6.629411744E1,8.169174194E-3,-2.219486237E-2,2.501130104E-3
6.629889489E1,-4.166364670E-3,2.629280090E-3,-4.360282421E-2
6.630367239E1,-3.368043900E-2,1.773452759E-2,-9.992843866E-2
6.630844984E1,-4.037523270E-2,3.273582458E-2,-1.138123870E-1
6.631322729E1,-8.506298065E-3,2.921772003E-2,-1.489871144E-1
6.631800474E1,-1.957988739E-2,3.704643250E-2,-2.180519700E-1
6.632278218E1,-3.963255882E-2,2.764320374E-2,-2.611975670E-1
6.632755968E1,-7.158470154E-2,2.945899963E-3,-3.085214496E-1
6.633233713E1,-8.910489082E-2,-6.673812866E-3,-3.364533186E-1
6.633711458E1,-1.024835110E-1,-5.524635315E-3,-3.373242021E-1
6.634189203E1,-1.032764912E-1,-5.536079407E-3,-3.224877119E-1
6.634666947E1,-7.742190361E-2,-1.325321198E-2,-2.866178155E-1
6.635144697E1,-3.631734848E-2,8.763313293E-3,-2.284828424E-1
6.635622442E1,1.582098007E-2,2.409648895E-2,-1.690917611E-1
6.636100187E1,6.699299812E-2,3.100585938E-2,-9.946733713E-2
6.636577932E1,8.757758141E-2,3.015995026E-2,-2.442497015E-2
6.637055677E1,7.910943031E-2,3.884410858E-2,2.398020029E-2
6.637533427E1,5.237793922E-2,6.524944305E-2,7.804983854E-2
6.638011171E1,5.090236664E-3,4.632949829E-2,1.057620645E-1
6.638488916E1,-1.090097427E-2,5.959033966E-2,1.156936884E-1
6.638966661E1,-4.763889313E-2,5.787563324E-2,9.714519978E-2
6.639444411E1,-5.449175835E-2,7.394027710E-2,6.881564856E-2
6.639922104E1,-3.760504723E-2,7.978343964E-2,2.937132120E-2
6.640399900E1,-4.398155212E-2,5.178833008E-2,1.904189587E-3
6.640877645E1,-2.784228325E-2,2.224159241E-2,-1.596641541E-2
6.641355395E1,-3.861927986E-2,1.832962036E-3,-1.424974203E-2
6.641833140E1,-4.749059677E-2,2.967834473E-3,-1.975381374E-2
6.642310885E1,-5.039048195E-2,2.664661407E-2,-2.837884426E-2
6.642788630E1,-4.322504997E-2,1.452350616E-2,-3.811222315E-2
6.643266375E1,-2.373027802E-2,3.670692444E-3,-1.982879639E-2
6.643744124E1,-1.274609566E-2,-1.067543030E-2,3.191530704E-3
6.644221869E1,-6.754398346E-4,-3.440093994E-2,2.489715815E-2
6.644699614E1,2.910208702E-2,-1.819419861E-2,4.535859823E-2
6.645177359E1,3.185772896E-2,-1.638603210E-2,4.499226809E-2
6.645655104E1,3.349614143E-2,-3.297328949E-2,6.610536575E-2
6.646132854E1,1.906013489E-2,-6.960582733E-2,7.105910778E-2
6.646610599E1,1.128983498E-2,-8.635044098E-2,6.705319881E-2
6.647088343E1,2.022480965E-2,-9.820556641E-2,6.607908010E-2
6.647566088E1,4.169702530E-3,-8.742332458E-2,6.514179707E-2
6.648043838E1,-1.699924469E-3,-9.514617920E-2,3.473085165E-2
6.648521583E1,1.319980621E-2,-1.253614426E-1,2.185374498E-2
6.648999328E1,3.093743324E-2,-1.256675720E-1,1.444798708E-2
6.649477072E1,2.362203598E-2,-1.247825623E-1,2.014756203E-2
6.649954822E1,2.820277214E-2,-1.132345200E-1,2.463692427E-2
6.650432567E1,3.693997860E-2,-4.483604431E-2,5.475819111E-3
6.650910312E1,3.496909142E-2,-1.793766022E-2,9.680092335E-3
6.651388057E1,3.544831276E-2,-2.090549469E-2,2.208709717E-2
6.651865802E1,2.233815193E-2,-2.146244049E-2,-1.194715500E-3
6.652343552E1,1.050233841E-2,-1.905059814E-2,1.187163591E-2
6.652821296E1,2.390861511E-3,-1.309394836E-2,1.840269566E-2
6.653299041E1,-9.952545166E-3,-1.314926147E-2,2.841490507E-2
6.653776786E1,2.772808075E-3,-9.054183960E-3,5.510365963E-2
6.654254536E1,5.313396454E-3,-2.576541901E-2,8.761483431E-2
6.654732281E1,1.734614372E-2,8.666992188E-3,6.367439032E-2
6.655210026E1,2.160668373E-2,1.965332031E-2,-1.728308201E-2
6.655687770E1,2.185344696E-3,4.894542694E-2,-1.887987852E-1
6.656165515E1,-5.097126961E-2,7.683849335E-2,-1.760982275E-1
6.656643265E1,-8.364677429E-2,9.326934814E-2,-2.366098166E-1
6.657121010E1,-1.054904461E-1,6.213951111E-2,-2.076572180E-1
6.657598755E1,-9.050512314E-2,7.692623138E-2,-1.386840343E-1
6.658076500E1,-4.073095322E-2,7.910537720E-2,-6.962108612E-2
6.658554250E1,1.452445984E-3,8.598995209E-2,1.084572077E-2
6.659031994E1,6.466543674E-2,4.355335236E-2,1.105567813E-1
6.659509739E1,9.653890133E-2,2.991199493E-2,1.837570667E-1
6.659987484E1,6.889081001E-2,1.754570007E-2,1.903126836E-1
6.660465229E1,3.925681114E-2,-8.372306824E-3,2.245801091E-1
6.660942979E1,-1.091313362E-2,-5.370616913E-2,2.424852252E-1
6.661420724E1,-4.947519302E-2,-7.973670959E-2,2.298242450E-1
6.661898468E1,-7.771849632E-2,-5.873584747E-2,1.903210282E-1
6.662376213E1,-7.031822205E-2,-3.501129150E-2,1.644642949E-1
6.662853963E1,-5.832076073E-2,-4.117870331E-2,1.395915151E-1
6.663331708E1,-3.404355049E-2,-2.773475647E-2,1.107673049E-1
6.663809453E1,-6.403207779E-3,8.149147034E-3,2.634352446E-2
6.664287197E1,3.532707691E-2,-1.079463959E-2,-1.970165968E-2
6.664764947E1,4.590654373E-2,-2.360248566E-2,5.052673817E-2
6.665242692E1,3.968405724E-2,-1.197624207E-2,7.717722654E-2
6.665720437E1,4.835188389E-2,1.796913147E-2,3.986978531E-2
6.666198182E1,1.716732979E-2,3.817749023E-2,6.312608719E-3
6.666675932E1,-3.206920624E-2,6.298065186E-2,-1.986736059E-2
6.667153677E1,-7.271122932E-2,7.155132294E-2,-4.776269197E-2
6.667631421E1,-9.525465965E-2,5.690956116E-2,-6.240653992E-2
6.668109166E1,-8.382678032E-2,6.790065765E-2,-9.126234055E-2
6.668586911E1,-1.010410786E-1,4.319190979E-2,-9.971767664E-2
6.669064661E1,-7.661128044E-2,3.530216217E-2,-1.247851849E-1
6.669542406E1,-4.768967628E-2,1.086997986E-2,-1.219052672E-1
6.670020151E1,-1.063680649E-2,1.512813568E-2,-1.077194810E-1
6.670497895E1,1.066350937E-2,-4.381179810E-3,-1.002051234E-1
6.670975645E1,3.661227226E-2,-2.310657501E-2,-7.682669163E-2
6.671453390E1,6.475055218E-2,-1.320171356E-2,-7.139497995E-2
6.671931135E1,5.896615982E-2,-8.092880249E-3,-4.409283400E-2
6.672408880E1,6.103110313E-2,-2.425193787E-3,-3.765916824E-2
6.672886630E1,5.427694321E-2,-1.339530945E-2,-2.355742455E-2
6.673364375E1,3.397595882E-2,-3.019809723E-2,-2.379459143E-2
6.673842119E1,2.930974960E-2,-3.142929077E-2,-2.343362570E-2
6.674319864E1,2.661180496E-2,-3.796768188E-2,-1.167964935E-2
6.674797609E1,3.339576721E-2,-2.370166779E-2,-1.538193226E-2
6.675275359E1,1.770758629E-2,-1.309585571E-2,-1.242691278E-2
6.675753104E1,2.828180790E-2,-1.681709290E-2,-1.770061255E-2
6.676230848E1,3.931963444E-2,-2.170753479E-2,-2.229553461E-2
6.676708593E1,7.057619095E-2,4.915237427E-3,-3.514999151E-2
6.677186343E1,7.550561428E-2,-2.622413635E-2,-2.946275473E-2
6.677664088E1,7.333624363E-2,-4.047679901E-2,-3.868418932E-2
6.678141833E1,4.989564419E-2,-1.425647736E-2,-4.784202576E-2
6.678619578E1,4.971647263E-2,-4.282951355E-3,-6.762826443E-2
6.679097328E1,3.951168060E-2,-1.750850677E-2,-6.480103731E-2
6.679575072E1,3.522777557E-2,-2.055931091E-2,-8.096283674E-2
6.680052817E1,4.400599003E-2,-1.765537262E-2,-1.017502546E-1
6.680530562E1,4.793977737E-2,-2.722644806E-2,-1.213211417E-1
6.681008307E1,2.277612686E-2,-4.858016968E-2,-1.288741827E-1
6.681486057E1,1.451361179E-2,-4.777431488E-2,-1.377232671E-1
6.681963802E1,-2.330470085E-2,-5.644893646E-2,-1.157863140E-1
6.682441546E1,-4.541826248E-2,-5.437374115E-2,-8.932822943E-2
6.682919291E1,-5.910778046E-2,-3.986644745E-2,-5.843305588E-2
6.683397041E1,-6.738090515E-2,-2.133083344E-2,-2.721935511E-2
6.683874786E1,-6.442606449E-2,-2.196788788E-2,-1.478374004E-3
6.684352531E1,-5.092442036E-2,-2.856159210E-2,2.946788073E-2
6.684830276E1,-1.975178719E-2,-1.732540131E-2,4.258799553E-2
6.685308026E1,2.313923836E-2,-3.216743469E-3,4.579108953E-2
6.685785770E1,3.247034550E-2,1.196289062E-2,4.900610447E-2
6.686263515E1,1.740562916E-2,1.573753357E-2,4.574698210E-2
6.686741260E1,1.852238178E-2,3.372383118E-2,4.137516022E-2
6.687219010E1,3.122448921E-3,1.124095917E-2,4.002910852E-2
6.687696755E1,-3.359675407E-3,1.622200012E-2,2.373069525E-2
6.688174500E1,-9.682178497E-4,2.886772156E-2,2.702689171E-2
6.688652244E1,1.313328743E-2,1.765918732E-2,3.731250763E-2
6.689129994E1,2.009034157E-2,1.962375641E-2,7.706272602E-2
6.689607739E1,4.249894619E-2,1.626396179E-2,1.110026836E-1
6.690085484E1,4.412198067E-2,2.862930298E-3,1.134418845E-1
6.690563229E1,2.555131912E-3,8.561134338E-3,7.283717394E-2
6.691040979E1,-4.871761799E-2,3.435325623E-2,6.204313040E-2
6.691518724E1,-4.386699200E-2,1.896858215E-2,6.460696459E-2
6.691996468E1,-2.053725719E-2,1.525878906E-4,1.586079597E-2
6.692474213E1,-6.770372391E-3,-1.138305664E-2,-3.398996592E-2
6.692951958E1,-1.979529858E-2,-2.221965790E-2,-7.992422581E-2
6.693429708E1,-3.622257710E-2,3.842353821E-3,-6.104463339E-2
6.693907453E1,-4.486513138E-2,3.588676453E-3,5.554914474E-3
6.694385197E1,-4.934144020E-2,1.222133636E-2,-1.735585928E-2
6.694862942E1,-6.502473354E-2,3.814697266E-5,-1.096506119E-1
6.695340692E1,-8.416354656E-2,-8.454322815E-3,-1.387050748E-1
6.695818437E1,-1.033039093E-1,-1.983833313E-2,-1.282439828E-1
6.696296182E1,-9.864628315E-2,-1.807308197E-2,-1.418824196E-1
6.696773927E1,-8.404314518E-2,-4.717540741E-2,-1.544070244E-1
6.697251677E1,-7.191276550E-2,-5.822086334E-2,-1.563150287E-1
6.697729421E1,-5.861020088E-2,-6.439971924E-2,-1.624751091E-1
6.698207166E1,-4.718220234E-2,-5.688667297E-2,-1.418137550E-1
6.698684911E1,-3.053486347E-2,-4.233074188E-2,-1.271497607E-1
6.699162661E1,-2.403450012E-2,-3.145313263E-2,-8.870005608E-2
6.699640406E1,-8.629679680E-3,-2.303409576E-2,-3.742134571E-2
6.700118150E1,-3.191232681E-4,-2.356052399E-2,9.415030479E-3
6.700595895E1,-2.705693245E-2,1.327705383E-2,5.726993084E-2
6.701073645E1,-3.459215164E-2,3.140354156E-2,1.001449823E-1
6.701551390E1,-5.876541138E-2,3.630733490E-2,1.130251884E-1
6.702029135E1,-4.661107063E-2,1.386260986E-2,8.082354069E-2
6.702506880E1,-4.225206375E-2,-3.032875061E-2,4.457294941E-2
6.702984630E1,-5.999207497E-2,-5.162811279E-2,-5.681753159E-3
6.703462374E1,-6.646645069E-2,-4.547882080E-2,-5.214166641E-2
6.703940119E1,-7.065713406E-2,-6.964397430E-2,-9.135758877E-2
6.704417864E1,-7.962191105E-2,-5.266952515E-2,-1.275367737E-1
6.704895614E1,-6.378853321E-2,-3.585433960E-2,-1.251336336E-1
6.705373359E1,-3.983592987E-2,-5.654716492E-2,-1.081636548E-1
6.705851104E1,-1.388359070E-2,-7.886600494E-2,-8.856821060E-2
6.706328849E1,1.136171818E-2,-9.385395050E-2,-5.794018507E-2
6.706806598E1,4.340076447E-2,-6.306457520E-2,-1.388150454E-2
6.707284343E1,6.926703453E-2,-5.862998962E-2,2.388781309E-2
6.707762088E1,5.573034286E-2,-4.891395569E-2,5.855482817E-2
6.708239833E1,4.879355431E-2,-3.218173981E-2,9.193569422E-2
6.708717578E1,2.997946739E-2,-4.647254944E-2,1.057226658E-1
6.709195328E1,1.532590389E-2,-5.180072784E-2,1.013351679E-1
6.709673072E1,2.324986458E-2,-3.694343567E-2,1.060385108E-1
6.710150817E1,5.845212936E-2,-2.519512177E-2,9.151387215E-2
6.710628567E1,6.185793877E-2,-2.543067932E-2,9.148454666E-2
6.711106312E1,7.048869133E-2,1.593589783E-3,1.028914452E-1
6.711584057E1,8.433794975E-2,2.866744995E-3,9.832054377E-2
6.712061802E1,8.441317081E-2,-2.408027649E-3,5.711305141E-2
6.712539552E1,8.443534374E-2,-8.244514465E-3,2.993977070E-2
6.713017296E1,9.449934959E-2,2.036762238E-2,3.499948978E-2
6.713495041E1,1.109722853E-1,2.915477753E-2,6.855487823E-3
6.713972786E1,1.018480062E-1,2.363967896E-2,-9.143531322E-3
6.714450531E1,1.034023762E-1,2.884864807E-2,-2.875983715E-2
6.714928281E1,8.364677429E-2,2.573299408E-2,-4.005533457E-2
6.715406026E1,6.107473373E-2,3.807067871E-2,-5.430650711E-2
6.715883770E1,3.213429451E-2,3.311347961E-2,-6.213349104E-2
6.716361520E1,-1.432192326E-2,3.889083862E-2,-3.914493322E-2
6.716839265E1,-4.025721550E-2,4.936408997E-2,-9.301483631E-3
6.717317010E1,-6.722784042E-2,6.092548370E-2,1.076942682E-2
6.717794755E1,-1.142667532E-1,5.574417114E-2,-6.405603886E-2
6.718272500E1,-1.349711418E-1,8.262252808E-2,-5.065703392E-2
6.718750250E1,-1.493190527E-1,6.181240082E-2,3.769546747E-2
6.719227994E1,-1.465137005E-1,2.933216095E-2,7.293438911E-2
6.719705739E1,-1.729220152E-1,2.204036713E-2,1.134343147E-1
6.720183489E1,-2.276444435E-1,2.605533600E-2,8.437019587E-2
6.720661234E1,-2.994183302E-1,6.614017487E-2,9.441351891E-2
6.721138979E1,-3.478912115E-1,5.713844299E-2,2.227050662E-1
6.721616724E1,-3.524919748E-1,3.505039215E-2,3.170300126E-1
6.722094474E1,-3.306850195E-1,8.302688599E-3,3.528858423E-1
6.722572218E1,-3.502445221E-1,-2.424240112E-2,3.610696793E-1
6.723049963E1,-3.923802376E-1,-3.049659729E-2,3.620663881E-1
6.723527708E1,-4.783949852E-1,-2.256774902E-2,3.197033405E-1
6.724005458E1,-5.444285870E-1,-1.539325714E-2,2.710105181E-1
6.724483203E1,-5.793830156E-1,-7.778167725E-3,2.083296776E-1
6.724960947E1,-6.019884348E-1,3.052043915E-2,1.701610088E-1
6.725438692E1,-5.987142324E-1,3.816318512E-2,1.204873323E-1
6.725916442E1,-5.341762304E-1,2.194213867E-2,1.120812893E-1
6.726394187E1,-4.455899000E-1,-1.382827759E-4,1.126108766E-1
6.726871932E1,-3.657226562E-1,-3.215408325E-2,1.354460120E-1
6.727349677E1,-2.690219879E-1,-5.148410797E-2,1.650032997E-1
6.727827427E1,-2.166298628E-1,-5.822277069E-2,1.900832057E-1
6.728305171E1,-1.843720675E-1,-6.790447235E-2,2.044725418E-1
6.728782916E1,-1.674610376E-1,-6.926536560E-2,1.911810637E-1
6.729260661E1,-1.557481289E-1,-6.179428101E-2,1.795452237E-1
6.729738411E1,-1.584905386E-1,-2.952575684E-2,1.383097768E-1
6.730216156E1,-1.187828779E-1,-1.539802551E-2,7.412469387E-2
6.730693900E1,-6.365466118E-2,-1.331806183E-2,1.320874691E-2
6.731171645E1,-2.394783497E-2,1.776599884E-2,-6.689494848E-2
6.731649395E1,3.714132309E-2,6.396961212E-2,-1.745726466E-1
6.732127140E1,1.011762619E-1,8.070182800E-2,-2.722568810E-1
6.732604885E1,2.144106627E-1,9.017276764E-2,-3.590001166E-1
6.733082630E1,2.869571447E-1,9.722328186E-2,-4.315408170E-1
6.733560380E1,3.779063225E-1,9.416007996E-2,-4.822076857E-1
6.734038124E1,4.362246990E-1,1.048374176E-1,-5.226649046E-1
6.734515869E1,5.030419827E-1,1.344537735E-1,-5.374378562E-1
6.734993614E1,5.279834270E-1,1.401777267E-1,-5.530632734E-1
6.735471364E1,5.499327183E-1,1.494903564E-1,-5.642253160E-1
6.735949109E1,5.506228209E-1,1.843252182E-1,-5.537025928E-1
6.736426854E1,5.621906519E-1,2.011566162E-1,-5.538844466E-1
6.736904604E1,5.702958107E-1,2.114048004E-1,-5.314556956E-1
6.737382348E1,5.738785267E-1,1.931838989E-1,-4.847590625E-1
6.737860093E1,5.759178400E-1,1.680879593E-1,-4.550398290E-1
6.738337838E1,5.656516552E-1,1.527614594E-1,-4.023250341E-1
6.738815588E1,5.634185076E-1,1.156902313E-1,-3.593726456E-1
6.739293333E1,5.667433739E-1,9.620189667E-2,-2.870511115E-1
6.739771078E1,5.286885500E-1,5.438423157E-2,-2.250322402E-1
6.740248822E1,5.355968475E-1,5.092620850E-4,-1.804355383E-1
6.740726572E1,5.497593880E-1,-3.627777100E-3,-1.464886665E-1
6.741204317E1,5.658729076E-1,-1.893806458E-2,-8.095148206E-2
6.741682062E1,5.395914316E-1,-4.056453705E-2,-4.979616404E-2
6.742159807E1,5.043028593E-1,-3.584957123E-2,-5.225831270E-2
6.742637557E1,4.820094109E-1,-5.188751221E-2,-3.816965222E-2
6.743115302E1,4.565920830E-1,-6.833648682E-2,-6.932523847E-2
6.743593046E1,4.684380293E-1,-5.789566040E-2,-7.489323616E-2
6.744070791E1,4.875739813E-1,-4.214382172E-2,-5.276319385E-2
6.744548541E1,4.801728725E-1,-8.664131165E-3,-3.391417861E-2
6.745026286E1,4.441183805E-1,-9.804725647E-3,-2.246242762E-2
6.745504031E1,4.150890112E-1,3.537845612E-2,-4.275751114E-2
6.745981776E1,3.812726736E-1,5.474472046E-2,-4.297083616E-2
6.746459526E1,3.409008980E-1,8.586978912E-2,-4.398751259E-2
6.746937270E1,3.070358038E-1,8.831310272E-2,-2.680459619E-2
6.747415015E1,3.080829382E-1,7.119941711E-2,2.096465230E-2
6.747892765E1,2.952096462E-1,5.547142029E-2,8.189785480E-2
6.748370510E1,2.778817415E-1,2.863025665E-2,1.394154429E-1
6.748848255E1,2.906224728E-1,1.450729370E-2,2.202995420E-1
6.749326000E1,2.899881601E-1,-4.039669037E-2,2.938225865E-1
6.749803750E1,2.648085356E-1,-8.058261871E-2,3.364970684E-1
6.750281494E1,2.118145227E-1,-1.121168137E-1,3.087062240E-1
6.750759239E1,1.381479502E-1,-9.772682190E-2,2.678859830E-1
6.751236984E1,6.101608276E-2,-9.891033173E-2,2.655262351E-1
6.751714734E1,4.275226593E-2,-1.226434708E-1,1.979177594E-1
6.752192479E1,1.643884182E-2,-1.123790741E-1,1.278638244E-1
6.752670224E1,1.472210884E-2,-9.093475342E-2,8.123105764E-2
6.753147968E1,1.175129414E-2,-8.452129364E-2,1.559638977E-2
6.753625718E1,4.267072678E-2,-8.883380890E-2,-3.814399242E-2
6.754103463E1,2.541923523E-2,-7.648849487E-2,-1.226800084E-1
6.754581208E1,1.905441284E-2,-9.923362732E-2,-2.284573317E-1
6.755058958E1,-2.881312370E-2,-9.506893158E-2,-2.798918486E-1
6.755536703E1,-7.109344006E-2,-6.185531616E-2,-3.250901103E-1
6.756014447E1,-1.166988611E-1,-4.847621918E-2,-3.860709071E-1
6.756492192E1,-1.294488907E-1,-4.113483429E-2,-4.168374836E-1
6.756969942E1,-1.150496006E-1,-4.869842529E-2,-4.038898051E-1
6.757447687E1,-1.087157726E-1,-4.909324646E-2,-3.772549033E-1
6.757925432E1,-7.462859154E-2,-5.838966370E-2,-3.598088026E-1
6.758403177E1,-1.609516144E-2,-2.432823181E-2,-3.224388063E-1
6.758880927E1,4.541218281E-2,4.096984863E-3,-2.533709407E-1
6.759358671E1,1.224926710E-1,5.187225342E-2,-1.937648654E-1
6.759836416E1,2.013794184E-1,4.112529755E-2,-1.245449483E-1
6.760314161E1,2.638899088E-1,7.963180542E-3,-4.625838995E-2
6.760791911E1,2.738292217E-1,-2.253723145E-2,-2.806037664E-3
6.761269656E1,2.744075060E-1,-5.216407776E-2,3.685894608E-2
6.761747400E1,2.906372547E-1,-7.736682892E-2,7.224488258E-2
6.762225151E1,2.808113098E-1,-9.224987030E-2,7.776895165E-2
6.762702895E1,2.640101910E-1,-8.742523193E-2,6.302011013E-2
6.763180640E1,2.403553724E-1,-9.388637543E-2,4.651761055E-2
6.763658385E1,1.974564791E-1,-4.568576813E-2,6.186693907E-3
6.764136135E1,1.729402542E-1,8.682250977E-3,-6.430041790E-2
6.764613880E1,1.375055313E-1,1.065301895E-1,-1.071875095E-1
6.765091624E1,9.003591537E-2,2.196187973E-1,-1.827920079E-1
6.765569375E1,3.535699844E-2,3.056993484E-1,-2.422271371E-1
6.766047119E1,-1.695561409E-2,3.845806122E-1,-2.714270651E-1
6.766524864E1,-2.846097946E-2,4.367284775E-1,-2.877554297E-1
6.767002609E1,-2.326107025E-2,4.386243820E-1,-2.752308249E-1
6.767480359E1,1.107549667E-2,4.215536118E-1,-2.061640620E-1
6.767958104E1,2.324807644E-2,3.951444626E-1,-1.359583139E-1
6.768435848E1,4.192638397E-2,3.719339371E-1,-4.314434528E-2
6.768913593E1,2.553832531E-2,2.943410873E-1,5.271610618E-2
6.769391343E1,-1.914739609E-3,2.363739014E-1,1.623378694E-1
6.769869088E1,-6.239879131E-2,1.687812805E-1,2.613742650E-1
6.770346833E1,-1.342459917E-1,9.698295593E-2,3.588924706E-1
6.770824583E1,-2.347372770E-1,-1.560211182E-3,4.360482991E-1
6.771302328E1,-3.345732689E-1,-7.085800171E-2,5.065523386E-1
6.771780072E1,-4.403743744E-1,-1.295681000E-1,5.760215521E-1
6.772257817E1,-5.485938787E-1,-1.576137543E-1,6.206059456E-1
6.772735567E1,-6.154125929E-1,-2.051057816E-1,6.519569755E-1
6.773213312E1,-6.630986929E-1,-2.522974014E-1,6.630104184E-1
6.773691057E1,-6.793372631E-1,-2.665634155E-1,6.563099623E-1
6.774168802E1,-6.649830341E-1,-2.475852966E-1,6.432576180E-1
6.774646552E1,-6.391843557E-1,-2.507953644E-1,6.019721031E-1
6.775124296E1,-6.068423986E-1,-2.528781891E-1,5.522025228E-1
6.775602041E1,-5.713728666E-1,-2.615222931E-1,4.874084294E-1
6.776079791E1,-5.338521004E-1,-2.742719650E-1,4.040514231E-1
6.776557536E1,-5.220612288E-1,-2.726745605E-1,3.465888500E-1
6.777035281E1,-5.186858177E-1,-2.805805206E-1,2.628808320E-1
6.777513026E1,-5.213655233E-1,-2.753810883E-1,1.639038622E-1
6.777990776E1,-5.454901457E-1,-2.613391876E-1,-3.391486406E-2
6.778468520E1,-5.696482658E-1,-2.296247482E-1,-1.386810839E-1
6.778946265E1,-6.147091389E-1,-2.331762314E-1,-1.730060428E-1
6.779424015E1,-6.277729273E-1,-2.746772766E-1,-3.202283084E-1
6.779901760E1,-6.287376881E-1,-3.040075302E-1,-4.141210318E-1
6.780379505E1,-5.870045424E-1,-3.248596191E-1,-3.991510868E-1
6.780857250E1,-4.383661747E-1,-3.201179504E-1,-3.468102217E-1
6.781335000E1,-2.197446823E-1,-3.421688080E-1,-2.824439108E-1
6.781812744E1,-9.804248810E-3,-3.302621841E-1,-2.147184461E-1
6.782290489E1,1.933683157E-1,-3.137359619E-1,-1.453905702E-1
6.782768234E1,3.413789272E-1,-2.546415329E-1,-6.063702703E-2
6.783245984E1,4.234564304E-1,-1.729040146E-1,-1.154547930E-2
6.783723729E1,4.906408787E-1,-9.243011475E-2,1.342558861E-2
6.784201474E1,5.144686103E-1,-2.547264099E-3,5.358591676E-2
6.784679224E1,5.368717313E-1,4.684066772E-2,7.687547803E-2
6.785156968E1,5.293177962E-1,1.082725525E-1,9.272617102E-2
6.785634713E1,5.093645453E-1,1.941251755E-1,1.099337339E-1
6.786112458E1,5.304731131E-1,2.413101196E-1,1.089901328E-1
6.786590208E1,5.288797021E-1,2.821941376E-1,1.093910635E-1
6.787067953E1,5.225719810E-1,3.292875290E-1,1.206784248E-1
6.787545697E1,5.122020841E-1,3.540716171E-1,1.159853339E-1
6.788023447E1,4.859486818E-1,3.430824280E-1,1.085993648E-1
6.788501192E1,4.718071222E-1,3.233070374E-1,1.319128573E-1
6.788978937E1,4.720929861E-1,3.292303085E-1,1.435659230E-1
6.789456682E1,4.824860096E-1,3.024921417E-1,1.692913175E-1
6.789934432E1,4.840621948E-1,2.688837051E-1,2.156302631E-1
6.790412177E1,4.815787077E-1,2.409133911E-1,2.598550916E-1
6.790889921E1,4.781981707E-1,2.387218475E-1,3.056267202E-1
6.791367671E1,4.613326788E-1,2.235116959E-1,3.488995135E-1
6.791845416E1,4.702839851E-1,2.173433304E-1,3.873702288E-1
6.792323161E1,4.621749520E-1,1.892957687E-1,4.258943498E-1
6.792800911E1,4.525890946E-1,1.727762222E-1,4.205050766E-1
6.793278656E1,3.982657790E-1,1.949787140E-1,4.172871113E-1
6.793756401E1,3.339548111E-1,1.796426773E-1,4.055525661E-1
6.794234145E1,2.579106092E-1,1.994533539E-1,3.994491100E-1
6.794711895E1,1.939473748E-1,1.947898865E-1,3.812777996E-1
6.795189640E1,1.110928059E-1,2.044219971E-1,3.686212599E-1
6.795667385E1,5.220961571E-2,2.027149200E-1,3.544643521E-1
