"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.024776925E2,1.282500076E1,-3.061875153E1,-3.412500000E1
1.024876925E2,1.308750057E1,-3.050625038E1,-3.378750229E1
1.024976925E2,1.331250095E1,-3.056250191E1,-3.386250305E1
1.025076925E2,1.357500076E1,-3.075000191E1,-3.352500153E1
1.025176925E2,1.323750019E1,-3.086250114E1,-3.346875000E1
1.025276925E2,1.291875076E1,-3.063750076E1,-3.337500000E1
1.025376925E2,1.276875019E1,-3.088125038E1,-3.345000076E1
1.025476925E2,1.276875019E1,-3.082500076E1,-3.345000076E1
1.025576925E2,1.286250019E1,-3.110625076E1,-3.337500000E1
1.025676925E2,1.282500076E1,-3.101250076E1,-3.341250229E1
1.025776925E2,1.263750076E1,-3.105000114E1,-3.320625305E1
1.025876925E2,1.233750057E1,-3.091875076E1,-3.363750076E1
1.025976925E2,1.246875095E1,-3.105000114E1,-3.354375076E1
1.026076925E2,1.260000038E1,-3.105000114E1,-3.326250076E1
1.026176925E2,1.252500057E1,-3.118125153E1,-3.307500076E1
1.026276925E2,1.263750076E1,-3.135000038E1,-3.318750000E1
1.026376925E2,1.280625057E1,-3.105000114E1,-3.301875305E1
1.026476925E2,1.282500076E1,-3.106875038E1,-3.300000000E1
1.026576925E2,1.301250076E1,-3.112500191E1,-3.326250076E1
1.026676925E2,1.312500095E1,-3.105000114E1,-3.328125000E1
1.026776925E2,1.310625076E1,-3.084375191E1,-3.335625076E1
1.026876925E2,1.316250038E1,-3.093750191E1,-3.341250229E1
1.026976925E2,1.316250038E1,-3.084375191E1,-3.384375000E1
1.027076925E2,1.299375057E1,-3.078750038E1,-3.380625153E1
1.027176925E2,1.320000076E1,-3.112500191E1,-3.380625153E1
1.027276925E2,1.314375019E1,-3.112500191E1,-3.405000305E1
1.027376925E2,1.318125057E1,-3.088125038E1,-3.391875076E1
1.027476925E2,1.320000076E1,-3.099375153E1,-3.380625153E1
1.027576925E2,1.312500095E1,-3.095625114E1,-3.367500305E1
1.027676925E2,1.293750095E1,-3.075000191E1,-3.369375229E1
1.027776925E2,1.305000019E1,-3.058125114E1,-3.346875000E1
1.027876925E2,1.301250076E1,-3.054375076E1,-3.343125153E1
1.027976925E2,1.276875019E1,-3.015000153E1,-3.352500153E1
1.028076925E2,1.276875019E1,-3.018750191E1,-3.356250000E1
1.028176925E2,1.290000057E1,-3.039375114E1,-3.346875000E1
1.028276925E2,1.290000057E1,-3.007500076E1,-3.350625229E1
1.028376925E2,1.318125057E1,-3.011250114E1,-3.358125305E1
1.028476925E2,1.327500057E1,-3.030000114E1,-3.371250153E1
1.028576925E2,1.342500019E1,-3.022500038E1,-3.373125076E1
1.028676925E2,1.355625057E1,-3.033750153E1,-3.360000229E1
1.028776925E2,1.351875019E1,-3.046875191E1,-3.360000229E1
1.028876925E2,1.344375038E1,-3.063750076E1,-3.345000076E1
1.028976925E2,1.336875057E1,-3.052500153E1,-3.339375305E1
1.029076925E2,1.327500057E1,-3.090000153E1,-3.348750305E1
1.029176925E2,1.353750038E1,-3.120000076E1,-3.363750076E1
1.029276925E2,1.348125076E1,-3.121875191E1,-3.356250000E1
1.029376925E2,1.338750076E1,-3.131250191E1,-3.356250000E1
1.029476925E2,1.329375076E1,-3.108750153E1,-3.363750076E1
1.029576925E2,1.338750076E1,-3.105000114E1,-3.369375229E1
1.029676925E2,1.346250057E1,-3.105000114E1,-3.343125153E1
1.029776925E2,1.365000057E1,-3.101250076E1,-3.333750153E1
1.029876925E2,1.363125038E1,-3.082500076E1,-3.305625153E1
1.029976925E2,1.329375076E1,-3.063750076E1,-3.286875153E1
1.030076925E2,1.336875057E1,-3.050625038E1,-3.301875305E1
1.030176925E2,1.338750076E1,-3.095625114E1,-3.345000076E1
1.030276925E2,1.350000095E1,-3.097500038E1,-3.343125153E1
1.030376925E2,1.342500019E1,-3.099375153E1,-3.333750153E1
1.030476925E2,1.357500076E1,-3.056250191E1,-3.339375305E1
1.030576925E2,1.335000038E1,-3.061875153E1,-3.348750305E1
1.030676925E2,1.351875019E1,-3.060000038E1,-3.365625000E1
1.030776925E2,1.338750076E1,-3.060000038E1,-3.375000000E1
1.030876925E2,1.351875019E1,-3.054375076E1,-3.358125305E1
1.030976925E2,1.314375019E1,-3.026250076E1,-3.309375000E1
1.031076925E2,1.333125019E1,-3.054375076E1,-3.305625153E1
1.031176925E2,1.325625038E1,-3.076875114E1,-3.311250305E1
1.031276925E2,1.305000019E1,-3.148125076E1,-3.371250153E1
1.031376925E2,1.273125076E1,-3.168750191E1,-3.365625000E1
1.031476925E2,1.275000095E1,-3.187500191E1,-3.375000000E1
1.031576925E2,1.284375095E1,-3.170625114E1,-3.360000229E1
1.031676925E2,1.303125095E1,-3.178125191E1,-3.365625000E1
1.031776925E2,1.320000076E1,-3.163125038E1,-3.348750305E1
1.031876925E2,1.316250038E1,-3.148125076E1,-3.346875000E1
1.031976925E2,1.323750019E1,-3.136875153E1,-3.341250229E1
1.032076925E2,1.340625095E1,-3.093750191E1,-3.273750305E1
1.032176925E2,1.357500076E1,-3.080625153E1,-3.279375076E1
1.032276925E2,1.353750038E1,-3.101250076E1,-3.271875000E1
1.032376925E2,1.344375038E1,-3.110625076E1,-3.288750076E1
1.032476925E2,1.310625076E1,-3.127500153E1,-3.286875153E1
1.032576925E2,1.316250038E1,-3.125625038E1,-3.301875305E1
1.032676925E2,1.301250076E1,-3.133125114E1,-3.300000000E1
1.032776925E2,1.291875076E1,-3.138750076E1,-3.322500229E1
1.032876925E2,1.282500076E1,-3.144375038E1,-3.330000305E1
1.032976925E2,1.308750057E1,-3.140625191E1,-3.339375305E1
1.033076925E2,1.320000076E1,-3.114375114E1,-3.313125229E1
1.033176925E2,1.338750076E1,-3.136875153E1,-3.290625000E1
1.033276925E2,1.374375057E1,-3.153750038E1,-3.273750305E1
1.033376925E2,1.381875038E1,-3.165000153E1,-3.271875000E1
1.033476925E2,1.413750076E1,-3.161250114E1,-3.270000076E1
1.033576925E2,1.425000095E1,-3.150000191E1,-3.249375153E1
1.033676925E2,1.426875019E1,-3.144375038E1,-3.245625305E1
1.033776925E2,1.419375038E1,-3.150000191E1,-3.253125000E1
1.033876925E2,1.417500019E1,-3.151875114E1,-3.270000076E1
1.033976925E2,1.396875095E1,-3.131250191E1,-3.255000305E1
1.034076925E2,1.402500057E1,-3.108750153E1,-3.268125153E1
1.034176925E2,1.393125057E1,-3.112500191E1,-3.268125153E1
1.034276925E2,1.372500038E1,-3.095625114E1,-3.288750076E1
1.034376925E2,1.374375057E1,-3.091875076E1,-3.290625000E1
1.034476925E2,1.393125057E1,-3.088125038E1,-3.286875153E1
1.034576925E2,1.383750057E1,-3.065625191E1,-3.256875229E1
1.034676925E2,1.385625076E1,-3.050625038E1,-3.253125000E1
1.034776925E2,1.393125057E1,-3.035625076E1,-3.275625229E1
1.034876925E2,1.374375057E1,-3.041250038E1,-3.285000229E1
1.034976925E2,1.374375057E1,-3.046875191E1,-3.294375229E1
1.035076925E2,1.372500038E1,-3.067500114E1,-3.277500153E1
1.035176925E2,1.378125095E1,-3.075000191E1,-3.281250000E1
1.035276925E2,1.357500076E1,-3.088125038E1,-3.281250000E1
1.035376925E2,1.363125038E1,-3.084375191E1,-3.281250000E1
1.035476925E2,1.355625057E1,-3.101250076E1,-3.298125076E1
1.035576925E2,1.376250076E1,-3.125625038E1,-3.275625229E1
1.035676925E2,1.361250019E1,-3.136875153E1,-3.271875000E1
1.035776925E2,1.383750057E1,-3.112500191E1,-3.270000076E1
1.035876925E2,1.378125095E1,-3.129375076E1,-3.283125305E1
1.035976925E2,1.374375057E1,-3.120000076E1,-3.283125305E1
1.036076925E2,1.389375019E1,-3.112500191E1,-3.309375000E1
1.036176925E2,1.400625038E1,-3.125625038E1,-3.322500229E1
1.036276925E2,1.387500095E1,-3.120000076E1,-3.313125229E1
1.036376925E2,1.370625019E1,-3.116250038E1,-3.346875000E1
1.036476925E2,1.383750057E1,-3.105000114E1,-3.339375305E1
1.036576925E2,1.372500038E1,-3.108750153E1,-3.360000229E1
1.036676925E2,1.372500038E1,-3.093750191E1,-3.346875000E1
1.036776925E2,1.370625019E1,-3.106875038E1,-3.358125305E1
1.036876925E2,1.365000057E1,-3.112500191E1,-3.350625229E1
1.036976925E2,1.350000095E1,-3.116250038E1,-3.354375076E1
1.037076925E2,1.355625057E1,-3.121875191E1,-3.350625229E1
1.037176925E2,1.344375038E1,-3.099375153E1,-3.328125000E1
1.037276925E2,1.342500019E1,-3.112500191E1,-3.341250229E1
1.037376925E2,1.376250076E1,-3.161250114E1,-3.348750305E1
1.037476925E2,1.370625019E1,-3.161250114E1,-3.348750305E1
1.037576925E2,1.370625019E1,-3.135000038E1,-3.333750153E1
1.037676925E2,1.361250019E1,-3.140625191E1,-3.343125153E1
1.037776925E2,1.380000019E1,-3.142500114E1,-3.331875229E1
1.037876925E2,1.381875038E1,-3.159375191E1,-3.337500000E1
1.037976925E2,1.387500095E1,-3.178125191E1,-3.346875000E1
1.038076925E2,1.374375057E1,-3.150000191E1,-3.337500000E1
1.038176925E2,1.350000095E1,-3.099375153E1,-3.305625153E1
1.038276925E2,1.350000095E1,-3.090000153E1,-3.298125076E1
1.038376925E2,1.336875057E1,-3.144375038E1,-3.350625229E1
1.038476925E2,1.321875095E1,-3.118125153E1,-3.335625076E1
1.038576925E2,1.306875038E1,-3.121875191E1,-3.358125305E1
1.038676925E2,1.310625076E1,-3.103125191E1,-3.361875153E1
1.038776925E2,1.325625038E1,-3.088125038E1,-3.346875000E1
1.038876925E2,1.318125057E1,-3.099375153E1,-3.369375229E1
1.038976925E2,1.310625076E1,-3.114375114E1,-3.361875153E1
1.039076925E2,1.321875095E1,-3.123750114E1,-3.373125076E1
1.039176925E2,1.353750038E1,-3.082500076E1,-3.337500000E1
1.039276925E2,1.363125038E1,-3.101250076E1,-3.350625229E1
1.039376925E2,1.336875057E1,-3.144375038E1,-3.335625076E1
1.039476925E2,1.323750019E1,-3.151875114E1,-3.339375305E1
1.039576925E2,1.303125095E1,-3.196875191E1,-3.354375076E1
1.039676925E2,1.305000019E1,-3.208125305E1,-3.316875076E1
1.039776925E2,1.312500095E1,-3.219375229E1,-3.346875000E1
1.039876925E2,1.321875095E1,-3.196875191E1,-3.354375076E1
1.039976925E2,1.310625076E1,-3.217500305E1,-3.322500229E1
1.040076925E2,1.327500057E1,-3.196875191E1,-3.311250305E1
1.040176925E2,1.353750038E1,-3.150000191E1,-3.316875076E1
1.040276925E2,1.366875076E1,-3.133125114E1,-3.315000153E1
1.040376925E2,1.359375095E1,-3.116250038E1,-3.328125000E1
1.040476925E2,1.361250019E1,-3.123750114E1,-3.343125153E1
1.040576925E2,1.338750076E1,-3.133125114E1,-3.311250305E1
1.040676925E2,1.346250057E1,-3.144375038E1,-3.318750000E1
1.040776925E2,1.342500019E1,-3.146250153E1,-3.316875076E1
1.040876925E2,1.342500019E1,-3.151875114E1,-3.311250305E1
1.040976925E2,1.338750076E1,-3.163125038E1,-3.309375000E1
1.041076925E2,1.355625057E1,-3.178125191E1,-3.290625000E1
1.041176925E2,1.357500076E1,-3.176250076E1,-3.296250153E1
1.041276925E2,1.359375095E1,-3.165000153E1,-3.298125076E1
1.041376925E2,1.380000019E1,-3.163125038E1,-3.283125305E1
1.041476925E2,1.361250019E1,-3.185625076E1,-3.243750000E1
1.041576925E2,1.342500019E1,-3.185625076E1,-3.245625305E1
1.041676925E2,1.331250095E1,-3.187500191E1,-3.240000153E1
1.041776925E2,1.329375076E1,-3.191250038E1,-3.238125229E1
1.041876925E2,1.318125057E1,-3.180000114E1,-3.253125000E1
1.041976925E2,1.342500019E1,-3.168750191E1,-3.238125229E1
1.042076925E2,1.361250019E1,-3.157500076E1,-3.251250076E1
1.042176925E2,1.359375095E1,-3.155625153E1,-3.281250000E1
1.042276925E2,1.365000057E1,-3.135000038E1,-3.296250153E1
1.042376925E2,1.380000019E1,-3.150000191E1,-3.333750153E1
1.042476925E2,1.391250038E1,-3.172500038E1,-3.328125000E1
1.042576925E2,1.383750057E1,-3.168750191E1,-3.333750153E1
1.042676925E2,1.372500038E1,-3.180000114E1,-3.326250076E1
1.042776925E2,1.361250019E1,-3.195000076E1,-3.328125000E1
1.042876925E2,1.359375095E1,-3.193125153E1,-3.322500229E1
1.042976925E2,1.353750038E1,-3.187500191E1,-3.328125000E1
1.043076925E2,1.365000057E1,-3.195000076E1,-3.345000076E1
1.043176925E2,1.351875019E1,-3.170625114E1,-3.328125000E1
1.043276925E2,1.329375076E1,-3.142500114E1,-3.343125153E1
1.043376925E2,1.314375019E1,-3.140625191E1,-3.328125000E1
1.043476925E2,1.336875057E1,-3.146250153E1,-3.337500000E1
1.043576925E2,1.303125095E1,-3.166875076E1,-3.330000305E1
1.043676925E2,1.290000057E1,-3.181875038E1,-3.341250229E1
1.043776925E2,1.271250057E1,-3.208125305E1,-3.365625000E1
1.043876925E2,1.243125057E1,-3.234375000E1,-3.354375076E1
1.043976925E2,1.239375019E1,-3.240000153E1,-3.350625229E1
1.044076925E2,1.246875095E1,-3.285000229E1,-3.331875229E1
1.044176925E2,1.263750076E1,-3.275625229E1,-3.345000076E1
1.044276925E2,1.241250038E1,-3.283125305E1,-3.333750153E1
1.044376925E2,1.258125019E1,-3.268125153E1,-3.337500000E1
1.044476925E2,1.258125019E1,-3.270000076E1,-3.309375000E1
1.044576925E2,1.291875076E1,-3.298125076E1,-3.294375229E1
1.044676925E2,1.297500038E1,-3.285000229E1,-3.281250000E1
1.044776925E2,1.282500076E1,-3.290625000E1,-3.275625229E1
1.044876925E2,1.250625038E1,-3.270000076E1,-3.290625000E1
1.044976925E2,1.248750019E1,-3.301875305E1,-3.273750305E1
1.045076925E2,1.256250095E1,-3.279375076E1,-3.264375305E1
1.045176925E2,1.261875057E1,-3.279375076E1,-3.277500153E1
1.045276925E2,1.256250095E1,-3.270000076E1,-3.271875000E1
1.045376925E2,1.237500095E1,-3.223125076E1,-3.243750000E1
1.045476925E2,1.250625038E1,-3.208125305E1,-3.266250229E1
1.045576925E2,1.273125076E1,-3.247500229E1,-3.335625076E1
1.045676925E2,1.288125038E1,-3.249375153E1,-3.322500229E1
1.045776925E2,1.290000057E1,-3.256875229E1,-3.345000076E1
1.045876925E2,1.291875076E1,-3.266250229E1,-3.363750076E1
1.045976925E2,1.293750095E1,-3.236250305E1,-3.363750076E1
1.046076925E2,1.312500095E1,-3.241875076E1,-3.380625153E1
1.046176925E2,1.286250019E1,-3.213750076E1,-3.403125000E1
1.046276925E2,1.273125076E1,-3.236250305E1,-3.363750076E1
1.046376925E2,1.282500076E1,-3.170625114E1,-3.300000000E1
1.046476925E2,1.314375019E1,-3.161250114E1,-3.331875229E1
1.046576925E2,1.293750095E1,-3.172500038E1,-3.337500000E1
1.046676925E2,1.278750038E1,-3.172500038E1,-3.345000076E1
1.046776925E2,1.271250057E1,-3.206250000E1,-3.330000305E1
1.046876925E2,1.248750019E1,-3.215625000E1,-3.333750153E1
1.046976925E2,1.252500057E1,-3.240000153E1,-3.330000305E1
1.047076925E2,1.258125019E1,-3.213750076E1,-3.373125076E1
1.047176925E2,1.261875057E1,-3.236250305E1,-3.388125229E1
1.047276925E2,1.250625038E1,-3.251250076E1,-3.363750076E1
1.047376925E2,1.276875019E1,-3.219375229E1,-3.337500000E1
1.047476925E2,1.278750038E1,-3.217500305E1,-3.343125153E1
1.047576925E2,1.310625076E1,-3.238125229E1,-3.326250076E1
1.047676925E2,1.310625076E1,-3.228750229E1,-3.330000305E1
1.047776925E2,1.318125057E1,-3.215625000E1,-3.318750000E1
1.047876925E2,1.323750019E1,-3.249375153E1,-3.309375000E1
1.047976925E2,1.329375076E1,-3.225000000E1,-3.286875153E1
1.048076925E2,1.329375076E1,-3.210000229E1,-3.279375076E1
1.048176925E2,1.316250038E1,-3.219375229E1,-3.285000229E1
1.048276925E2,1.327500057E1,-3.198750114E1,-3.283125305E1
1.048376925E2,1.303125095E1,-3.180000114E1,-3.301875305E1
1.048476925E2,1.335000038E1,-3.200625229E1,-3.313125229E1
1.048576925E2,1.366875076E1,-3.211875153E1,-3.296250153E1
1.048676925E2,1.363125038E1,-3.200625229E1,-3.300000000E1
1.048776925E2,1.359375095E1,-3.211875153E1,-3.316875076E1
1.048876925E2,1.335000038E1,-3.213750076E1,-3.333750153E1
1.048976925E2,1.350000095E1,-3.213750076E1,-3.335625076E1
1.049076925E2,1.351875019E1,-3.228750229E1,-3.331875229E1
1.049176925E2,1.353750038E1,-3.195000076E1,-3.307500076E1
1.049276925E2,1.312500095E1,-3.189375114E1,-3.279375076E1
1.049376925E2,1.306875038E1,-3.165000153E1,-3.270000076E1
1.049476925E2,1.295625019E1,-3.176250076E1,-3.268125153E1
1.049576925E2,1.288125038E1,-3.195000076E1,-3.243750000E1
1.049676925E2,1.305000019E1,-3.178125191E1,-3.232500076E1
1.049776925E2,1.306875038E1,-3.189375114E1,-3.221250153E1
1.049876925E2,1.312500095E1,-3.215625000E1,-3.206250000E1
1.049976925E2,1.323750019E1,-3.241875076E1,-3.217500305E1
1.050076925E2,1.350000095E1,-3.236250305E1,-3.217500305E1
1.050176925E2,1.350000095E1,-3.253125000E1,-3.223125076E1
1.050276925E2,1.374375057E1,-3.230625153E1,-3.204375076E1
1.050376925E2,1.366875076E1,-3.234375000E1,-3.210000229E1
1.050476925E2,1.378125095E1,-3.245625305E1,-3.210000229E1
1.050576925E2,1.365000057E1,-3.217500305E1,-3.228750229E1
1.050676925E2,1.351875019E1,-3.202500153E1,-3.213750076E1
1.050776925E2,1.348125076E1,-3.196875191E1,-3.206250000E1
1.050876925E2,1.350000095E1,-3.208125305E1,-3.213750076E1
1.050976925E2,1.336875057E1,-3.213750076E1,-3.234375000E1
1.051076925E2,1.351875019E1,-3.211875153E1,-3.241875076E1
1.051176925E2,1.353750038E1,-3.187500191E1,-3.268125153E1
1.051276925E2,1.370625019E1,-3.196875191E1,-3.270000076E1
1.051376925E2,1.381875038E1,-3.206250000E1,-3.262500000E1
1.051476925E2,1.404375076E1,-3.200625229E1,-3.266250229E1
1.051576925E2,1.395000076E1,-3.196875191E1,-3.281250000E1
1.051676925E2,1.419375038E1,-3.172500038E1,-3.268125153E1
1.051776925E2,1.434375095E1,-3.165000153E1,-3.260625076E1
1.051876925E2,1.423125076E1,-3.150000191E1,-3.251250076E1
1.051976925E2,1.423125076E1,-3.176250076E1,-3.228750229E1
1.052076925E2,1.408125019E1,-3.161250114E1,-3.206250000E1
1.052176925E2,1.395000076E1,-3.155625153E1,-3.228750229E1
1.052276925E2,1.402500057E1,-3.159375191E1,-3.238125229E1
1.052376925E2,1.389375019E1,-3.159375191E1,-3.232500076E1
1.052476925E2,1.374375057E1,-3.157500076E1,-3.249375153E1
1.052576925E2,1.350000095E1,-3.157500076E1,-3.256875229E1
1.052676925E2,1.348125076E1,-3.166875076E1,-3.264375305E1
1.052776925E2,1.370625019E1,-3.204375076E1,-3.316875076E1
1.052876925E2,1.378125095E1,-3.213750076E1,-3.309375000E1
1.052976925E2,1.398750019E1,-3.213750076E1,-3.307500076E1
1.053076925E2,1.381875038E1,-3.213750076E1,-3.286875153E1
1.053176925E2,1.406250095E1,-3.208125305E1,-3.296250153E1
1.053276925E2,1.398750019E1,-3.204375076E1,-3.290625000E1
1.053376925E2,1.406250095E1,-3.200625229E1,-3.277500153E1
1.053476925E2,1.393125057E1,-3.200625229E1,-3.288750076E1
1.053576925E2,1.389375019E1,-3.148125076E1,-3.247500229E1
1.053676925E2,1.389375019E1,-3.144375038E1,-3.300000000E1
1.053776925E2,1.346250057E1,-3.191250038E1,-3.324375153E1
1.053876925E2,1.348125076E1,-3.187500191E1,-3.341250229E1
1.053976925E2,1.351875019E1,-3.210000229E1,-3.346875000E1
1.054076925E2,1.359375095E1,-3.219375229E1,-3.354375076E1
1.054176925E2,1.383750057E1,-3.208125305E1,-3.356250000E1
1.054276925E2,1.400625038E1,-3.195000076E1,-3.337500000E1
1.054376925E2,1.389375019E1,-3.187500191E1,-3.333750153E1
1.054476925E2,1.376250076E1,-3.183750153E1,-3.305625153E1
1.054576925E2,1.423125076E1,-3.125625038E1,-3.251250076E1
1.054676925E2,1.421250057E1,-3.110625076E1,-3.253125000E1
1.054776925E2,1.402500057E1,-3.114375114E1,-3.236250305E1
1.054876925E2,1.411875057E1,-3.116250038E1,-3.217500305E1
1.054976925E2,1.404375076E1,-3.133125114E1,-3.202500153E1
1.055076925E2,1.398750019E1,-3.157500076E1,-3.200625229E1
1.055176925E2,1.395000076E1,-3.165000153E1,-3.202500153E1
1.055276925E2,1.404375076E1,-3.183750153E1,-3.215625000E1
1.055376925E2,1.393125057E1,-3.191250038E1,-3.217500305E1
1.055476925E2,1.400625038E1,-3.204375076E1,-3.217500305E1
1.055576925E2,1.445625019E1,-3.172500038E1,-3.213750076E1
1.055676925E2,1.445625019E1,-3.166875076E1,-3.210000229E1
1.055776925E2,1.434375095E1,-3.178125191E1,-3.234375000E1
1.055876925E2,1.460625076E1,-3.180000114E1,-3.223125076E1
1.055976925E2,1.451250076E1,-3.170625114E1,-3.215625000E1
1.056076925E2,1.453125095E1,-3.136875153E1,-3.181875038E1
1.056176925E2,1.460625076E1,-3.138750076E1,-3.196875191E1
1.056276925E2,1.458750057E1,-3.135000038E1,-3.195000076E1
1.056376925E2,1.440000057E1,-3.146250153E1,-3.215625000E1
1.056476925E2,1.432500076E1,-3.155625153E1,-3.230625153E1
1.056576925E2,1.453125095E1,-3.148125076E1,-3.196875191E1
1.056676925E2,1.441875076E1,-3.131250191E1,-3.211875153E1
1.056776925E2,1.449375057E1,-3.133125114E1,-3.200625229E1
1.056876925E2,1.462500095E1,-3.161250114E1,-3.217500305E1
1.056976925E2,1.458750057E1,-3.172500038E1,-3.211875153E1
1.057076925E2,1.455000019E1,-3.176250076E1,-3.225000000E1
1.057176925E2,1.449375057E1,-3.170625114E1,-3.210000229E1
1.057276925E2,1.462500095E1,-3.176250076E1,-3.200625229E1
1.057376925E2,1.441875076E1,-3.161250114E1,-3.230625153E1
1.057476925E2,1.441875076E1,-3.151875114E1,-3.226875305E1
1.057576925E2,1.453125095E1,-3.163125038E1,-3.234375000E1
1.057676925E2,1.434375095E1,-3.165000153E1,-3.232500076E1
1.057776925E2,1.440000057E1,-3.151875114E1,-3.232500076E1
1.057876925E2,1.443750095E1,-3.140625191E1,-3.234375000E1
1.057976925E2,1.447500038E1,-3.170625114E1,-3.223125076E1
1.058076925E2,1.430625057E1,-3.174375153E1,-3.236250305E1
1.058176925E2,1.441875076E1,-3.189375114E1,-3.215625000E1
1.058276925E2,1.417500019E1,-3.215625000E1,-3.240000153E1
1.058376925E2,1.415625095E1,-3.219375229E1,-3.232500076E1
1.058476925E2,1.415625095E1,-3.187500191E1,-3.255000305E1
1.058576925E2,1.426875019E1,-3.178125191E1,-3.255000305E1
1.058676925E2,1.432500076E1,-3.187500191E1,-3.256875229E1
1.058776925E2,1.443750095E1,-3.155625153E1,-3.266250229E1
1.058876925E2,1.471875095E1,-3.159375191E1,-3.285000229E1
1.058976925E2,1.462500095E1,-3.142500114E1,-3.285000229E1
1.059076925E2,1.494375038E1,-3.118125153E1,-3.279375076E1
1.059176925E2,1.494375038E1,-3.099375153E1,-3.301875305E1
1.059276925E2,1.513125038E1,-3.106875038E1,-3.294375229E1
1.059376925E2,1.501875019E1,-3.123750114E1,-3.283125305E1
1.059476925E2,1.496250057E1,-3.127500153E1,-3.279375076E1
1.059576925E2,1.486875057E1,-3.127500153E1,-3.279375076E1
1.059676925E2,1.471875095E1,-3.114375114E1,-3.243750000E1
1.059776925E2,1.466250038E1,-3.112500191E1,-3.266250229E1
1.059876925E2,1.430625057E1,-3.110625076E1,-3.273750305E1
1.059976925E2,1.466250038E1,-3.161250114E1,-3.290625000E1
1.060076925E2,1.447500038E1,-3.174375153E1,-3.300000000E1
1.060176925E2,1.449375057E1,-3.176250076E1,-3.315000153E1
1.060276925E2,1.449375057E1,-3.153750038E1,-3.288750076E1
1.060376925E2,1.436250019E1,-3.142500114E1,-3.281250000E1
1.060476925E2,1.445625019E1,-3.112500191E1,-3.281250000E1
1.060576925E2,1.432500076E1,-3.127500153E1,-3.281250000E1
1.060676925E2,1.447500038E1,-3.116250038E1,-3.271875000E1
1.060776925E2,1.413750076E1,-3.067500114E1,-3.258750153E1
1.060876925E2,1.438125038E1,-3.048750114E1,-3.255000305E1
1.060976925E2,1.432500076E1,-3.090000153E1,-3.294375229E1
1.061076925E2,1.438125038E1,-3.114375114E1,-3.337500000E1
1.061176925E2,1.460625076E1,-3.123750114E1,-3.333750153E1
1.061276925E2,1.455000019E1,-3.129375076E1,-3.337500000E1
1.061376925E2,1.503750038E1,-3.142500114E1,-3.322500229E1
1.061476925E2,1.515000057E1,-3.168750191E1,-3.337500000E1
1.061576925E2,1.526250076E1,-3.180000114E1,-3.322500229E1
1.061676925E2,1.520625019E1,-3.189375114E1,-3.309375000E1
1.061776925E2,1.524375057E1,-3.133125114E1,-3.270000076E1
1.061876925E2,1.488750076E1,-3.131250191E1,-3.234375000E1
1.061976925E2,1.451250076E1,-3.163125038E1,-3.271875000E1
1.062076925E2,1.445625019E1,-3.178125191E1,-3.275625229E1
1.062176925E2,1.408125019E1,-3.131250191E1,-3.301875305E1
1.062276925E2,1.391250038E1,-3.112500191E1,-3.281250000E1
1.062376925E2,1.385625076E1,-3.116250038E1,-3.290625000E1
1.062476925E2,1.378125095E1,-3.116250038E1,-3.309375000E1
1.062576925E2,1.381875038E1,-3.159375191E1,-3.346875000E1
1.062676925E2,1.421250057E1,-3.121875191E1,-3.335625076E1
1.062776925E2,1.458750057E1,-3.078750038E1,-3.322500229E1
1.062876925E2,1.462500095E1,-3.078750038E1,-3.337500000E1
1.062976925E2,1.473750019E1,-3.135000038E1,-3.300000000E1
1.063076925E2,1.466250038E1,-3.153750038E1,-3.318750000E1
1.063176925E2,1.481250095E1,-3.142500114E1,-3.315000153E1
1.063276925E2,1.475625038E1,-3.133125114E1,-3.309375000E1
1.063376925E2,1.458750057E1,-3.105000114E1,-3.262500000E1
1.063476925E2,1.460625076E1,-3.127500153E1,-3.298125076E1
1.063576925E2,1.428750038E1,-3.140625191E1,-3.273750305E1
1.063676925E2,1.432500076E1,-3.125625038E1,-3.264375305E1
1.063776925E2,1.423125076E1,-3.090000153E1,-3.281250000E1
1.063876925E2,1.423125076E1,-3.090000153E1,-3.286875153E1
1.063976925E2,1.385625076E1,-3.103125191E1,-3.288750076E1
1.064076925E2,1.396875095E1,-3.121875191E1,-3.279375076E1
1.064176925E2,1.425000095E1,-3.099375153E1,-3.288750076E1
1.064276925E2,1.410000038E1,-3.108750153E1,-3.277500153E1
1.064376925E2,1.408125019E1,-3.120000076E1,-3.305625153E1
1.064476925E2,1.395000076E1,-3.121875191E1,-3.307500076E1
1.064576925E2,1.411875057E1,-3.136875153E1,-3.313125229E1
1.064676925E2,1.391250038E1,-3.123750114E1,-3.300000000E1
1.064776925E2,1.396875095E1,-3.108750153E1,-3.285000229E1
1.064876925E2,1.366875076E1,-3.108750153E1,-3.298125076E1
1.064976925E2,1.333125019E1,-3.110625076E1,-3.281250000E1
1.065076925E2,1.346250057E1,-3.095625114E1,-3.286875153E1
1.065176925E2,1.361250019E1,-3.093750191E1,-3.294375229E1
1.065276925E2,1.374375057E1,-3.106875038E1,-3.292500305E1
1.065376925E2,1.370625019E1,-3.093750191E1,-3.316875076E1
1.065476925E2,1.425000095E1,-3.103125191E1,-3.300000000E1
1.065576925E2,1.438125038E1,-3.106875038E1,-3.333750153E1
1.065676925E2,1.447500038E1,-3.086250114E1,-3.333750153E1
